year,ship,fandom,Genre,collapsedFandom,totalWorks,relType,isCanon,isRPF
2015,Dan Howell/Phil Lester,YouTube RPF,Youtube RPF,,2198,M/M,Yes,Yes
2023,Niki | Nihachu & Wilbur Soot,YouTube RPF,Youtube RPF,,2046,Gen,Yes,Yes
2023,GeorgeNotFound & Sapnap,YouTube RPF,Youtube RPF,,2030,Gen,Yes,Yes
2023,Fundy & Wilbur Soot,Youtube RPF,Youtube RPF,,1937,Gen,Yes,Yes
2023,Ranboo & Phil Watson | Philza,Youtube RPF,Youtube RPF,,1890,Gen,Yes,Yes
2023,Wilbur Soot & Technoblade & Phil Watson | Philza,YouTube RPF,Youtube RPF,,1877,Gen,Yes,Yes
2023,Alexis | Quackity & Wilbur Soot,Youtube RPF,Youtube RPF,,1855,Gen,Yes,Yes
2023,Sam | Awesamdude & TommyInnit,YouTube RPF,Youtube RPF,,1848,Gen,Yes,Yes
2023,Wilbur Soot & Technoblade & TommyInnit,YouTube RPF,Youtube RPF,,1812,Gen,Yes,Yes
2023,Alexis | Quackity/Jschlatt,Youtube RPF,Youtube RPF,,1767,M/M,No,Yes
2023,Jschlatt & Toby Smith | Tubbo,YouTube RPF,Youtube RPF,,1626,Gen,Yes,Yes
2023,Alexis | Quackity & Karl Jacobs & Sapnap,Youtube RPF,Youtube RPF,,1625,Gen,Yes,Yes
2023,Toby Smith | Tubbo & Wilbur Soot,Youtube RPF,Youtube RPF,,1613,Gen,Yes,Yes
2023,Technoblade & TommyInnit & Phil Watson | Philza,YouTube RPF,Youtube RPF,,1605,Gen,Yes,Yes
2023,Niki | Nihachu & TommyInnit,YouTube RPF,Youtube RPF,,1540,Gen,Yes,Yes
2023,Ranboo/TommyInnit,Youtube RPF,Youtube RPF,,1463,M/M,No,Yes
2023,Clay | Dream & Ranboo,Youtube RPF,Youtube RPF,,1452,Gen,Yes,Yes
2023,Grayson | Purpled & TommyInnit,YouTube RPF,Youtube RPF,,1405,Gen,Yes,Yes
2023,Toby Smith | Tubbo/TommyInnit,Youtube RPF,Youtube RPF,,1278,M/M,No,Yes
2023,Alexis | Quackity & TommyInnit,Youtube RPF,Youtube RPF,,1231,Gen,Yes,Yes
2023,Clay | Dream & Wilbur Soot,Youtube RPF,Youtube RPF,,1195,Gen,Yes,Yes
2023,Ranboo & Wilbur Soot,Youtube RPF,Youtube RPF,,1165,Gen,Yes,Yes
2023,Jschlatt/Wilbur Soot,YouTube RPF,Youtube RPF,,1118,M/M,No,Yes
2023,Cara | CaptainPuffy/Niki | Nihachu,YouTube RPF,Youtube RPF,,1063,F/F,No,Yes
2023,Ponk | DropsByPonk/Sam | Awesamdude,YouTube RPF,Youtube RPF,,1025,M/M,No,Yes
2023,Dream SMP Ensemble & TommyInnit,Youtube RPF,Youtube RPF,,1024,Gen,Yes,Yes
2023,Jschlatt & Wilbur Soot,YouTube RPF,Youtube RPF,,1010,Gen,Yes,Yes
2023,Clay | Dream & Toby Smith | Tubbo,Youtube RPF,Youtube RPF,,1000,Gen,Yes,Yes
