year,ship,fandom,Genre,collapsedFandom,totalWorks,relType,isCanon,isRPF
2023,Iwaizumi Hajime/Oikawa Tooru,Haikyuu!!,Sports,,19520,M/M,No,No
2023,"Evan ""Buck"" Buckley/Eddie Diaz",9-1-1,Crime,,19210,M/M,No,No
2023,Hinata Shouyou/Kageyama Tobio,Haikyuu!!,Sports,,18270,M/M,No,No
2023,Levi Ackerman/Eren Yeager,Shingeki NoKyojin | Attack on Titan,Fantasy,,17191,M/M,No,No
2023,Blaine Anderson/Kurt Hummel,Glee,Slice of Life,,17149,M/M,Yes,No
2023,James T. Kirk/Spock,Star Trek: Alternate Original Series (Movies),Science Fiction,Star Trek,17115,M/M,No,No
2023,Blackbeard | Edward Teach/Stede Bonnet,Our Flag Means Death (TV),Romance,,17045,M/M,Yes,No
2023,Erik Lehnsherr/Charles Xavier,X-Men (Alternate Timeline Movies),Superhero,X-Men,16448,M/M,No,No
2023,Akaashi Keiji/Bokuto Koutarou,Haikyuu!!,Sports,,16388,M/M,No,No
2023,Harry Potter/Severus Snape,Harry Potter - J. K. Rowling,Fantasy,,15772,M/M,No,No
2023,Ian Gallagher/Mickey Milkovich,Shameless (US),Slice of Life,,15600,M/M,Yes,No
2023,Eddie Kaspbrak/Richie Tozier,IT,Thriller,,14975,M/M,Semi-Canon,No
2023,Keith/Shiro,Voltron: Legendary Defender,Fantasy,Voltron,14960,M/M,No,No
2023,Armitage Hux/Ben Solo | Kylo Ren,Star Wars Episode VII: The Force Awakens (2015),Science Fiction,Star Wars,14664,M/M,No,No
2023,Tartaglia | Childe/Zhongli,Genshin Impact,Video Game,,13845,M/M,No,No
2023,Uchiha Sasuke/Uzumaki Naruto,Naruto,Fantasy,,13830,M/M,No,No
2023,Gabriel/Sam Winchester,Supernatural,Fantasy,,13493,M/M,No,No
2023,Rodney McKay/John Sheppard,Stargate Atlantis,Science Fiction,Stargate,13362,M/M,No,No
2023,Mycroft Holmes/Greg Lestrade,Sherlock (TV),Crime,,12793,M/M,No,No
2023,Levi Ackerman/Erwin Smith,Shingeki NoKyojin | Attack on Titan,Fantasy,,12498,M/M,No,No
2023,Jack Harkness/Ianto Jones,Torchwood,Science Fiction,,12173,M/M,Yes,No
2023,Miya Atsumu/Sakusa Kiyoomi,Haikyuu!!,Sports,,11862,M/M,No,No
2023,Harry Potter/Tom Riddle | Voldemort,Harry Potter - J. K. Rowling,Fantasy,,11721,M/M,No,No
2023,Regulus Black/James Potter,Harry Potter - J. K. Rowling,Fantasy,,11705,M/M,No,No
2023,Enjolras/Grantaire,Les Misérables - All Media Types,Historical,,11651,M/M,Semi-Canon,No
2023,Steve McGarrett/Danny “Danno” Williams,Hawaii Five-0,Crime,,11492,M/M,No,No
2023,Bakugou Katsuki/Todoroki Shouto,Boku NoHero Academia | My Hero Academia,Fantasy,,11385,M/M,No,No
2023,Bilbo Baggins/Thorin Oakenshield,The Hobbit - All Media Types,Fantasy,Tolkien,11265,M/M,No,No
2023,Dabi | Todoroki Touya/Takami Keigo | Hawks,Boku NoHero Academia | My Hero Academia,Fantasy,,11088,M/M,No,No
2023,Clint Barton/Phil Coulson,The Avengers (Marvel Movies),Superhero,Marvel,10960,M/M,No,No
2023,Nico di Angelo/Will Solace,Percy Jackson and the Olympians - Rick Riordan,Fantasy,,10891,M/M,Yes,No
2023,Getou Suguru/Gojo Satoru,Jujutsu Kaisen,Fantasy,,10802,M/M,No,No
2023,Kozume Kenma/Kuroo Tetsurou,Haikyuu!!,Sports,,10644,M/M,No,No
2023,Will Byers/Mike Wheeler,Stranger Things,Thriller,,10476,M/M,No,No
2023,Clark Kent/Bruce Wayne,DCU,Superhero,DC Comics,10294,M/M,No,No
2023,Neil Josten/Andrew Minyard,All For The Game - Nora Sakavic,Sports,,10247,M/M,Yes,No
2023,"Martin Blackwood/Jonathan ""Jon"" Sims | The Archivist",The Magnus Archives (Podcast),Thriller,,10019,M/M,Yes,No
2023,Sawamura Daichi/Sugawara Koushi,Haikyuu!!,Sports,,9732,M/M,No,No
2023,"James ""Bucky"" Barnes/Tony Stark",Marvel Cinematic Universe,Superhero,Marvel,9649,M/M,No,No
2023,"James ""Bucky"" Barnes/Sam Wilson",Marvel Cinematic Universe,Superhero,Marvel,9648,M/M,No,No
2023,Roronoa Zoro/Vinsmoke Sanji,One Piece,Fantasy,,9595,M/M,No,No
2023,Billy Hargrove/Steve Harrington,Stranger Things,Thriller,,9506,M/M,No,No
2023,Peter Parker/Wade Wilson,Spider-Man - All Media Types,Superhero,Marvel,9430,M/M,Semi-Canon,No
2023,Alhaitham/Kaveh,Genshin Impact,Video Game,,9324,M/M,No,No
2023,Akechi Goro/Persona 5 Protagonist,Persona,Video Game,Persona,9260,M/M,No,No
2023,Tsukishima Kei/Yamaguchi Tadashi,Haikyuu!!,Sports,,9253,M/M,No,No
2023,Peter Hale/Stiles Stilinski,Teen Wolf,Fantasy,,9070,M/M,No,No
2023,"John ""Soap"" MacTavish/Simon ""Ghost"" Riley",Call of Duty,Video Game,,8795,M/M,No,No
2023,Peter Parker/Tony Stark,Marvel Cinematic Universe,Superhero,Marvel,8713,M/M,No,No
2023,Mitsurugi Reiji | Miles Edgeworth/Naruhodou Ryuuichi | Phoenix Wright,Gyakuten Saiban | Ace Attorney,Video Game,,8656,M/M,No,No
2023,Huā Chéng/Xiè Lián,Tiān Guān Cì Fú - Mòxiāng Tóngxiù,Fantasy,,8655,M/M,Yes,No
2023,Kaminari Denki/Shinsou Hitoshi,Boku NoHero Academia | My Hero Academia,Fantasy,,8614,M/M,No,No
2023,Craig Tucker/Tweek Tweak,South Park,Slice of Life,,8073,M/M,Yes,No
2023,Akechi Goro/Kurusu Akira,Persona,Video Game,Persona,7945,M/M,No,No
2023,"Tyrannus Basilton ""Baz"" Pitch/Simon Snow",Carry On Series - Rainbow Rowell,Fantasy,,7944,M/M,Yes,No
2023,James T. Kirk/Leonard McCoy,Star Trek: Alternate Original Series (Movies),Science Fiction,Star Trek,7927,M/M,No,No
2023,Poe Dameron/Finn,Star Wars Episode VII: The Force Awakens (2015),Science Fiction,Star Wars,7795,M/M,No,No
2023,Joe | Yusuf Al-Kaysani/Nicky | Nicolò di Genova,The Old Guard,Superhero,,7742,M/M,Yes,No
2023,James Bond/Q,James Bond (Craig movies),Crime,,7739,M/M,No,No
2023,Dick Grayson/Jason Todd,Batman - All Media Types,Superhero,DC Comics,7713,M/M,No,No
2023,Jim Ellison/Blair Sandburg,The Sentinel (TV),Crime,,7636,M/M,No,No
2023,Sans/Sans,Undertale,Video Game,,7614,M/M,No,No
2023,America/England,Hetalia: Axis Powers,Historical,,7443,M/M,No,No
2023,Otabek Altin/Yuri Plisetsky,Yuri!!! on Ice,Sports,,7413,M/M,No,No
2023,Arthur/Eames,Inception (2010),Science Fiction,,7392,M/M,No,No
2023,Patrick Brewer/David Rose,Schitt's Creek,Slice of Life,,7344,M/M,Yes,No
2023,Carlos Reyes/TK Strand,9-1-1,Crime,,7270,M/M,Yes,No
2023,Akutagawa Ryuunosuke/Nakajima Atsushi,Bungou Stray Dogs,Fantasy,,7269,M/M,No,No
2023,Hinata Hajime/Komaeda Nagito,Super Dangan Ronpa 2,Video Game,Danganronpa,7178,M/M,Semi-Canon,No
2023,Dave Strider/Karkat Vantas,Homestuck,Science Fiction,,7150,M/M,Yes,No
2023,Oma Kokichi/Saihara Shuichi,Danganronpa,Video Game,Danganronpa,6910,M/M,Semi-Canon,No
2023,Clark Kent/Lex Luthor,Smallville,Superhero,DC Comics,6845,M/M,No,No
2023,Marco Bott/Jean Kirstein,Shingeki NoKyojin | Attack on Titan,Fantasy,,6755,M/M,No,No
2023,Alexander Hamilton/John Laurens,Hamilton – Miranda,Historical,,6738,M/M,No,No
2023,Diluc/Kaeya,Genshin Impact,Video Game,,6660,M/M,No,No
2023,Tony Stark/Stephen Strange,Marvel Cinematic Universe,Superhero,Marvel,6659,M/M,No,No
2023,Cole Cassidy/Hanzo Shimada,Overwatch,Video Game,,6630,M/M,No,No
2023,Alex Claremont-Diaz/Henry Fox-Mountchristen-Windsor,Red White and Royal Blue,Romance,,6585,M/M,Yes,No
2023,Brian Kinney/Justin Taylor,Queer as Folk (US),Romance,,6268,M/M,Yes,No
2023,Hatake Kakashi/UmiNoIruka,Naruto,Fantasy,,6217,M/M,No,No
2023,Kuroo Tetsurou/Tsukishima Kei,Haikyuu!!,Sports,,6165,M/M,No,No
2023,Kakyoin Noriaki/Kujo Jotaro,Jojo's Bizarre Adventure,Fantasy,,6032,M/M,No,No
2023,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,Romance,,6015,M/M,Yes,No
2023,Liam Dunbar/Theo Raeken,Teen Wolf,Fantasy,,5921,M/M,No,No
2023,Jiāng Chéng | Jiāng Wǎnyín/Lán Huàn | Lán Xīchén,The Untamed,Thriller,,5917,M/M,No,No
2023,Sokka/Zuko,Avatar: The Last Airbender,Science Fiction,,5915,M/M,No,No
2023,Aaron Dingle/Robert Sugden,Emmerdale,Slice of Life,,5868,M/M,Yes,No
2023,Kim Hongjoong/Park Seonghwa,ATEEZ (Band),Kpop,,5865,M/M,No,No
2023,Ronan Lynch/Adam Parrish,Raven Cycle - Maggie Stiefvater,Fantasy,,5818,M/M,Yes,No
2023,Hasegawa Langa/Kyan Reki,SK8 the Infinity,Sports,,5684,M/M,Semi-Canon,No
2023,Tim Drake/Jason Todd,Batman - All Media Types,Superhero,DC Comics,5627,M/M,No,No
2023,Nanjo Kojiro | Joe/Sakurayashiki Kaoru | Cherry Blossom,SK8 the Infinity,Sports,,5477,M/M,No,No
2023,Daniel Jackson/Jack O'Neill,Stargate SG-1,Science Fiction,Stargate,5464,M/M,No,No
2023,CC-2224 | Cody/Obi-Wan Kenobi,Star Wars,Science Fiction,Star Wars,5389,M/M,No,No
2023,Julian Bashir/Elim Garak,Star Trek,Science Fiction,Star Trek,5358,M/M,Semi-Canon,No
2023,"Anxiety | Virgil Sanders/Creativity | Roman ""Princey"" Sanders",Sanders Sides,Slice of Life,,5349,M/M,No,No
2023,Prompto Argentum/Noctis Lucis Caelum,Final Fantasy XV,Video Game,Final Fantasy,5339,M/M,No,No
2023,Kim Dokja/Yoo Joonghyuk,Omniscient Reader's Viewpoint,Fantasy,,5318,M/M,No,No
2023,Reaper | Gabriel Reyes/Soldier: 76 | Jack Morrison,Overwatch,Video Game,,5275,M/M,No,No
2023,"Nicholas ""Nick"" Nelson/Charles ""Charlie"" Spring",Heartstopper,Slice of Life,,5261,M/M,Yes,No
2023,John Egbert/Dave Strider,Homestuck,Science Fiction,,5193,M/M,No,No
2023,Kyle Broflovski/Stan Marsh,South Park,Slice of Life,,5162,M/M,No,No
2023,Fushiguro Megumi/Itadori Yuuji,Jujutsu Kaisen,Fantasy,,5151,M/M,No,No
2023,Wen Kexing/Zhou Zishu,Word of Honor,Romance,,5149,M/M,Yes,No
2023,"Harry Hart | Galahad/Gary ""Eggsy"" Unwin",Kingsman: The Secret Service (2015),Crime,Kingsman,5124,M/M,No,No
2023,Even Bech Næsheim/Isak Valtersen,SKAM (Norway),Slice of Life,SKAM,5118,M/M,Yes,No
2023,Oswald Cobblepot/Edward Nygma,Gotham (TV),Superhero,,5102,M/M,Semi-Canon,No
2023,Choi San/Jung Wooyoung,ATEEZ (Band),Kpop,,5010,M/M,No,No
2023,Castiel/Sam Winchester,Supernatural,Fantasy,,4992,M/M,No,No
2023,Monkey D. Luffy/Trafalgar D. Water Law,One Piece,Fantasy,,4943,M/M,No,No
2023,Benton Fraser/Ray Kowalski,due South,Slice of Life,,4930,M/M,No,No
2023,"James ""Bucky"" Barnes/Clint Barton",Marvel Cinematic Universe,Superhero,Marvel,4904,M/M,No,No
2023,Shěn Wēi/Zhào Yúnlán,Guardian (TV 2018),Crime,,4886,M/M,Yes,No
2023,Albus Dumbledore/Gellert Grindelwald,Harry Potter - J. K. Rowling,Fantasy,,4802,M/M,Yes,No
2023,Gon Freecs/Killua Zoldyck,Hunter X Hunter,Fantasy,,4801,M/M,No,No
2023,Dante/Vergil,Devil May Cry,Video Game,,4764,M/M,No,No
2023,Tim Drake/Kon-El | Conner Kent,DCU,Superhero,DC Comics,4761,M/M,No,No
2023,Venti/Xiao | Alatus,Genshin Impact,Video Game,,4744,M/M,No,No
2023,Cecil Palmer/Carlos Robles,Welcome to Night Vale,Science Fiction,,4731,M/M,Yes,No
2023,Bruce Banner/Tony Stark,The Avengers (Marvel Movies),Superhero,Marvel,4683,M/M,No,No
2023,Azumane Asahi/Nishinoya Yuu,Haikyuu!!,Sports,,4661,M/M,No,No
2023,Midoriya Izuku/Shinsou Hitoshi,Boku NoHero Academia | My Hero Academia,Fantasy,,4654,M/M,No,No
2023,Hwang Hyunjin/Lee Felix,Stray Kids (Band),Kpop,,4616,M/M,No,No
2023,Akechi Goro/Amamiya Ren,Persona,Video Game,Persona,4612,M/M,No,No
2023,England /France,Hetalia: Axis Powers,Historical,,4600,M/M,No,No
2023,Nanase Haruka/Tachibana Makoto,Free!,Sports,,4517,M/M,No,No
2023,Hatake Kakashi/Uchiha Obito,Naruto,Fantasy,,4492,M/M,No,No
2023,Scorpius Malfoy/Albus Severus Potter,Harry Potter - J. K. Rowling,Fantasy,,4487,M/M,No,No
2023,Michael Guerin/Alex Manes,Roswell New Mexico (TV 2019),Science Fiction,,4448,M/M,Yes,No
2023,"Eric ""Bitty"" Bittle/Jack Zimmermann",Check Please!,Sports,,4431,M/M,Yes,No
2023,Leone Abbacchio/BruNoBuccellati,JoJo's Bizarre Adventure,Fantasy,,4423,M/M,No,No
2023,Lance/Shiro,Voltron: Legendary Defender,Fantasy,Voltron,4393,M/M,No,No
2023,Albedo/Kaeya,Genshin Impact,Video Game,,4376,M/M,No,No
2023,Miyuki Kazuya/Sawamura Eijun,Ace of Diamond,Sports,,4326,M/M,No,No
2023,Barry Allen/Leonard Snart,The Flash (TV 2014),Superhero,DC Comics,4304,M/M,No,No
2023,Pete Phongsakorn Saengtham/Vegas Kornwit Theerapanyakun,KinnPorsche: The Series (TV),Romance,,4281,M/M,Yes,No
2023,Newt/Thomas,The Maze Runner Series - James Dashner,Science Fiction,,4278,M/M,No,No
2023,Jesper Fahey/Wylan Van Eck,Grishaverse,Fantasy,,4226,M/M,Yes,No
2023,L/Yagami Light,Death Note,Fantasy,,4206,M/M,No,No
2023,Jeremy Heere/Michael Mell,Be More Chill - Iconis/Tracz,Slice of Life,,4203,M/M,Semi-Canon,No
2023,Bill Cipher/Dipper Pines,Gravity Falls,Fantasy,,4158,M/M,No,No
2023,Sebastian Moran/James Moriarty,Sherlock (TV),Crime,,4152,M/M,No,No
2023,Eddie Brock/Venom Symbiote,Venom (Movie 2018),Superhero,,4118,M/M,No,No
2023,Porsche Pachara Kittisawat/Kinn Anakinn Theerapanyakun,KinnPorsche: The Series (TV),Romance,,4107,M/M,Yes,No
2023,Anthony DiNozzo/Jethro Gibbs,NCIS,Crime,NCIS,4093,M/M,No,No
2023,Dream of the Endless | Morpheus/Hob Gadling,The Sandman (TV 2022),Fantasy,,4086,M/M,No,No
2023,Ash Lynx/Okumura Eiji,Banana Fish,Crime,,4076,M/M,Yes,No
2023,Edward Elric/Roy Mustang,Fullmetal Alchemist - All Media Types,Fantasy,Fullmetal Alchemist,4060,M/M,No,No
2023,Felix Hugo Fraldarius/Sylvain Jose Gautier,Fire Emblem,Video Game,,4032,M/M,No,No
2023,Lán Huàn | Lán Xīchén/Mèng Yáo | Jīn Guāngyáo,Módào Zǔshī - Mòxiāng Tóngxiù,Fantasy,,4026,M/M,No,No
2023,Kong | Aether/Xiao | Alatus,Genshin Impact,Video Game,,3998,M/M,No,No
2023,Newton Geiszler/Hermann Gottlieb,Pacific Rim (2013),Science Fiction,,3970,M/M,No,No
2023,Hyakuya Mikaela/Hyakuya Yuuichirou,Owari NoSeraph | Seraph of the End,Fantasy,,3954,M/M,Semi-Canon,No
2023,Male Inquisitor/Dorian Pavus,Dragon Age: Inquisition,Video Game,Dragon Age,3901,M/M,Semi-Canon,No
2023,Kamishiro Rui/Tenma Tsukasa,Project SEKAI,Video Game,,3884,M/M,No,No
2023,Logic | Logan Sanders/Morality | Patton Sanders,Sanders Sides,Slice of Life,,3877,M/M,No,No
2023,Miya Osamu/Suna Rintarou,Haikyuu!!,Sports,,3852,M/M,No,No
2023,Vash the Stampede/Nicholas D. Wolfwood,Trigun Stampede,Science Fiction,,3837,M/M,No,No
2023,Riku/Sora,Kingdom Hearts,Video Game,,3784,M/M,No,No
2023,Remus Lupin/Severus Snape,Harry Potter - J. K. Rowling,Fantasy,,3766,M/M,No,No
2023,Armin Arlert/Eren Yeager,Shingeki NoKyojin | Attack on Titan,Fantasy,,3747,M/M,No,No
2023,Jake English/Dirk Strider,Homestuck,Science Fiction,,3718,M/M,No,No
2023,Kid Flash/Robin,Batman,Superhero,DC Comics,3696,M/M,No,No
2023,Shadow the Hedgehog/Sonic the Hedgehog,Sonic the Hedgehog,Video Game,,3638,M/M,No,No
2023,Adam/Shiro,Voltron: Legendary Defender,Fantasy,Voltron,3626,M/M,Yes,No
2023,Daryl Dixon/Rick Grimes,The Walking Dead,Science Fiction,,3606,M/M,No,No
2023,"Rafael Barba/Dominick ""Sonny"" Carisi Jr.",Law & Order: SVU,Crime,,3602,M/M,No,No
2023,"Aemond ""One-Eye"" Targaryen/Lucerys Velaryon",Game of Thrones,Fantasy,Game of Thrones,3583,M/M,No,No
2023,Quentin Coldwater/Eliot Waugh,The Magicians,Fantasy,,3560,M/M,Semi-Canon,No
2023,Scott McCall/Stiles Stilinski,Teen Wolf,Fantasy,,3530,M/M,No,No
2023,Hanamaki Takahiro/Matsukawa Issei,Haikyuu!!,Sports,,3530,M/M,No,No
2023,Dabi | Todoroki Touya/Shigaraki Tomura | Shimura Tenko,Boku NoHero Academia | My Hero Academia,Fantasy,,3521,M/M,No,No
2023,Barty Crouch Jr./Evan Rosier,Harry Potter - J. K. Rowling,Fantasy,,3496,M/M,No,No
2023,Blackbeard | Edward Teach/Israel Hands,Our Flag Means Death (TV),Romance,,3489,M/M,No,No
2023,Lucifer/Sam Winchester,Supernatural,Fantasy,,3478,M/M,No,No
2023,Noctis Lucis Caelum/Ignis Scientia,Final Fantasy XV,Video Game,Final Fantasy,3474,M/M,No,No
2023,Harold Finch/John Reese,Person of Interest (TV),Science Fiction,,3451,M/M,No,No
2023,Dick Grayson/Wally West,Batman - All Media Types,Superhero,DC Comics,3449,M/M,No,No
2023,Porchay Pichaya Kittisawat/Kim Khimhant Theerapanyakun,KinnPorsche: The Series (TV),Romance,,3433,M/M,Semi-Canon,No
2023,Chongyun/Xingqiu,Genshin Impact,Video Game,,3421,M/M,No,No
2023,Mòběi-jūn/Shàng Qīnghuá,The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,Romance,,3412,M/M,Yes,No
2023,Isaac Lahey/Scott McCall,Teen Wolf,Fantasy,,3398,M/M,No,No
2023,Aaron Hotchner/Spencer Reid,Criminal Minds,Crime,,3393,M/M,No,No
2023,Qui-Gon Jinn/Obi-Wan Kenobi,Star Wars Episode I: The Phantom Menace,Science Fiction,Star Wars,3381,M/M,No,No
2023,Derek Morgan/Spencer Reid,Criminal Minds,Crime,,3378,M/M,No,No
2023,Garyuu Kyouya | Klavier Gavin/Odoroki Housuke | Apollo Justice,Gyakuten Saiban | Ace Attorney,Video Game,,3378,M/M,No,No
2023,Sebastian Michaelis/Ciel Phantomhive,Kuroshitsuji | Black Butler,Fantasy,,3366,M/M,No,No
2023,"Matt Murdock/Franklin ""Foggy"" Nelson",Daredevil,Superhero,,3361,M/M,No,No
2023,Matsuoka Rin/Nanase Haruka,Free!,Sports,,3359,M/M,No,No
2023,Kaedehara Kazuha/Scaramouche,Genshin Impact,Video Game,,3349,M/M,No,No
2023,America/Russia,Hetalia: Axis Powers,Historical,,3330,M/M,No,No
2023,"Tom ""Iceman"" Kazansky/Pete ""Maverick"" Mitchell",Top Gun,Thriller,,3289,M/M,No,No
2023,Cyno/Tighnari,Genshin Impact,Video Game,,3280,M/M,No,No
2023,Gladiolus Amicitia/Ignis Scientia,Final Fantasy XV,Video Game,Final Fantasy,3279,M/M,No,No
2023,Heiwajima Shizuo/Orihara Izaya,Durarara!!,Fantasy,,3276,M/M,No,No
2023,"Leonard ""Bones"" McCoy/Spock",Star Trek,Science Fiction,Star Trek,3275,M/M,No,No
2023,Gregory House/James Wilson,House M.D.,Medical,,3274,M/M,No,No
2023,Hwang Hyunjin/Kim Seungmin,Stray Kids (Band),Kpop,,3260,M/M,No,No
2023,GiorNoGiovanna/Guido Mista,Jojo's Bizarre Adventure,Fantasy,,3258,M/M,No,No
2023,Edogawa Ranpo/Edgar Allan Poe,Bungou Stray Dogs,Fantasy,,3237,M/M,No,No
2023,The Iron Bull/Dorian Pavus,Dragon Age,Video Game,Dragon Age,3213,M/M,Yes,No
2023,Essek Thelyss/Caleb Widogast,Critical Role,Video Game,,3211,M/M,Yes,No
2023,"James ""Bucky"" Barnes/Steve Rogers/Tony Stark",Marvel Cinematic Universe,Superhero,Marvel,3194,M/M,No,No
2023,Illya Kuryakin/Napoleon Solo,The Man From U.N.C.L.E. (TV),Crime,,3176,M/M,No,No
2023,Fushiguro Megumi/Sukuna | Ryoumen Sukuna,Jujutsu Kaisen,Fantasy,,3112,M/M,No,No
2023,Mikey | SaNoManjirou/Takemitchy | Hanagaki Takemichi,Tokyo Revengers,Science Fiction,,3108,M/M,No,No
2023,Nico di Angelo/Percy Jackson,Percy Jackson and the Olympians - Rick Riordan,Fantasy,,3106,M/M,No,No
2023,Steve Rogers/Sam Wilson,Captain America,Superhero,Marvel,3102,M/M,No,No
2023,Fēng Xìn/Mù Qíng,Tiān Guān Cì Fú - Mòxiāng Tóngxiù,Fantasy,,3093,M/M,No,No
2023,Fushiguro Megumi/Gojo Satoru,Jujutsu Kaisen,Fantasy,,3090,M/M,No,No
2023,Harry Potter/Ron Weasley,Harry Potter - J. K. Rowling,Fantasy,,3083,M/M,No,No
2023,Kageyama Tobio/Oikawa Tooru,Haikyuu!!,Sports,,3077,M/M,No,No
2023,Kudou Shinichi | Edogawa Conan/Kuroba Kaito | Kaitou Kid,Detective Conan | Case Closed,Crime,,3048,M/M,No,No
2023,Kirishima Eijirou/Midoriya Izuku,Boku NoHero Academia | My Hero Academia,Fantasy,,3047,M/M,No,No
2023,Harley Keener/Peter Parker,Marvel Cinematic Universe,Superhero,Marvel,3045,M/M,No,No
2023,Tendou Satori/Ushijima Wakatoshi,Haikyuu!!,Sports,,3039,M/M,No,No
2023,Germany/North Italy,Hetalia: Axis Powers,Historical,,3037,M/M,Semi-Canon,No
2023,Mutou Yuugi/Yami Yuugi | Atem,Yu-Gi-Oh!,Video Game,Yu-Gi-Oh!,3028,M/M,Yes,No
2023,Gojo Satoru/Itadori Yuuji,Jujutsu Kaisen,Fantasy,,3025,M/M,No,No
2023,Joker/Bruce Wayne,Batman,Superhero,DC Comics,3015,M/M,No,No
2023,Achilles/Patroclus,Greek Myth,Fantasy,,2996,M/M,Yes,No
2023,South Italy/Spain,Hetalia: Axis Powers,Historical,,2974,M/M,No,No
2023,Bokuto Koutarou/Kuroo Tetsurou,Haikyuu!!,Sports,,2973,M/M,No,No
2023,Mike Ross/Harvey Specter,Suits,Slice of Life,,2945,M/M,No,No
2023,Anxiety | Virgil Sanders/Logic | Logan Sanders,Sanders Sides,Slice of Life,,2905,M/M,No,No
2023,Papyrus/Sans,Undertale,Video Game,,2903,M/M,No,No
2023,Hinata Shouyou/Miya Atsumu,Haikyuu!!,Sports,,2897,M/M,No,No
2023,Aoyagi Touya/Shinonome Akito,Project SEKAI,Video Game,,2890,M/M,No,No
2023,Damen/Laurent,Captive Prince,Fantasy,,2883,M/M,Semi-Canon,No
2023,Aizawa Shouta | Eraserhead/Yagi Toshinori | All Might,Boku NoHero Academia | My Hero Academia,Fantasy,,2875,M/M,No,No
2023,"Bradley ""Rooster"" Bradshaw/Jake ""Hangman"" Seresin",Top Gun,Thriller,,2874,M/M,No,No
2023,Baam | Jyu Viole Grace/Khun Aguero Agnis,Tower of God,Fantasy,,2869,M/M,No,No
2023,Jonathan Kent/Damian Wayne,Batman,Superhero,DC Comics,2843,M/M,No,No
2023,Wu Xie/Zhang Qiling,The Grave Robbers' Chronicles - Xu Lei,Historical,,2840,M/M,No,No
2023,Jiāng Yànlí/Jīn Zǐxuān,The Untamed,Thriller,,2840,M/M,No,No
2023,"Kenny McCormick/Leopold ""Butters"" Stotch",South Park,Slice of Life,,2828,M/M,No,No
2023,Evan Hansen/Connor Murphy,Dear Evan Hansen,Slice of Life,,2812,M/M,No,No
2023,Poe Dameron/Ben Solo | Kylo Ren,Star Wars,Science Fiction,Star Wars,2808,M/M,No,No
2023,Kamisato Ayato/Thoma,Genshin Impact,Video Game,,2798,M/M,No,No
2023,Joseph Joestar/Caesar Anthonio Zeppeli,JoJo's Bizarre Adventure,Fantasy,,2788,M/M,No,No
2023,Xiǎo Xīngchén/Xuē Yáng | Xuē Chéngměi,Módào Zǔshī - Mòxiāng Tóngxiù,Fantasy,,2787,M/M,No,No
2023,Alexander Hamilton/Thomas Jefferson,Hamilton – Miranda,Historical,,2770,M/M,No,No
2023,Jiāng Chéng | Jiāng Wǎnyín/Niè Huáisāng,The Untamed,Thriller,,2753,M/M,No,No
2023,William Bodie/Ray Doyle,The Professionals,Crime,,2748,M/M,No,No
