year,ship,fandom,Genre,collapsedFandom,totalWorks,relType,isCanon,isRPF
2023,Akaza | Hakuji/Rengoku Kyoujurou,Demon Slayer: Kimetsu NoYaiba,Fantasy,,1315,M/M,No,No
2023,Fukatsu Kazunari/Sawakita Eiji,Slam Dunk,Sports,,1315,M/M,No,No
2023,Qi Xiaotian | MK/Red Son,LEGO Monkie Kid,Fantasy,LEGO,1308,M/M,No,No
2023,Tim Drake/Dick Grayson,Batman - All Media Types,Superhero,DC Comics,1303,M/M,No,No
2023,Theo Raeken/Stiles Stilinski,Teen Wolf,Fantasy,,1302,M/M,No,No
2023,Corey Bryant/Mason Hewitt,Teen Wolf,Fantasy,,1300,M/M,Yes,No
2023,Kururugi Suzaku/Lelouch Lamperouge | Lelouch vi Britannia,Code Geass,Video Game,,1293,M/M,No,No
2023,Greg Hirsch/Tom Wambsgans,Succession,Slice of Life,,1291,M/M,Semi-Canon,No
2023,Kaiba Seto/Yami Yuugi | Atem,Yu-Gi-Oh! - All Media Types,Video Game,Yu-Gi-Oh!,1291,M/M,No,No
2023,Momota Kaito/Oma Kokichi,Danganronpa,Video Game,Danganronpa,1285,M/M,No,No
2023,"Dee Laytner/Randy ""Ryo"" MacLean",Fake,Romance,,1281,M/M,Yes,No
2023,James Hathaway/Robert Lewis,Lewis (TV),Crime,,1280,M/M,No,No
2023,Áo Bíng | East Sea Third Prince/Nézhā | Third Lotus Prince,LEGO Monkie Kid,Fantasy,LEGO,1280,M/M,No,No
2023,Akai Shuuichi | Okiya Subaru/Amuro Tooru | Furuya Rei,Detective Conan,Crime,,1279,M/M,No,No
2023,"Malcolm Reed/Charles ""Trip"" Tucker III",Star Trek: Enterprise,Science Fiction,Star Trek,1278,M/M,No,No
2023,Nico di Angelo/Jason Grace,Percy Jackson and the Olympians - Rick Riordan,Fantasy,,1275,M/M,No,No
2023,Carlton Lassiter/Shawn Spencer,Psych,Crime,,1274,M/M,No,No
2023,Roy Kent/Jamie Tartt,Ted Lasso,Sports,,1273,M/M,No,No
2023,Jīn Líng | Jīn Rúlán/Lán Yuàn | Lán Sīzhuī,The Untamed,Thriller,,1272,M/M,Yes,No
2023,Anmicius/Lei Shi | Ray,Aotu World,Video Game,,1258,M/M,No,No
2023,Kyle Broflovski/Kenny McCormick,South Park,Slice of Life,,1256,M/M,No,No
2023,Fushimi Saruhiko/Yata Misaki,K Project,Fantasy,,1255,M/M,Semi-Canon,No
2023,Dick Grayson/Damian Wayne,Batman - All Media Types,Superhero,DC Comics,1254,M/M,No,No
2023,Bruce Banner/Clint Barton,The Avengers (Marvel Movies),Superhero,Marvel,1253,M/M,No,No
2023,Aomine Daiki/Kuroko Tetsuya,Kuroko NoBasuke | Kuroko's Basketball,Sports,,1252,M/M,No,No
2023,Aizawa Shouta | Eraserhead/Midoriya Izuku,Boku NoHero Academia | My Hero Academia,Fantasy,,1251,M/M,No,No
2023,Thomas Barrow/Jimmy Kent,Downton Abbey,Historical,,1246,M/M,No,No
2023,Oon Arthit Rojnapat/Kong Kongpob Suthiluck,Sotus: The Series,Romance,,1245,M/M,Yes,No
2023,Hatake Kakashi/Yamato | Tenzou,Naruto,Fantasy,,1242,M/M,No,No
2023,Asougi Kazuma/Naruhodou Ryuunosuke,The Great Ace Attorney,Video Game,,1242,M/M,No,No
2023,Mikleo/Sorey,Tales of Zestiria,Video Game,,1240,M/M,No,No
2023,Deceit | Janus Sanders/Morality | Patton Sanders,Sanders Sides,Slice of Life,,1239,M/M,No,No
2023,Zevran Arainai/Male Warden,Dragon Age,Video Game,Dragon Age,1239,M/M,Semi-Canon,No
2023,Chris Pine/Zachary Quinto,Star Trek RPF,Science Fiction,,1235,M/M,No,No
2023,Robbie Rotten/Sportacus,LazyTown,Slice of Life,,1235,M/M,No,No
2023,Tim Drake/Damian Wayne,Batman - All Media Types,Superhero,DC Comics,1235,M/M,No,No
2023,Dorian Pavus/Cullen Rutherford,Dragon Age,Video Game,Dragon Age,1233,M/M,No,No
2023,Courfeyrac/Jean Prouvaire,Les Misérables - All Media Types,Historical,,1232,M/M,No,No
2023,Akabane Karma/Shiota Nagisa,Assassination Classroom,Science Fiction,,1232,M/M,No,No
2023,Isaac Lahey/Stiles Stilinski,Teen Wolf,Fantasy,,1228,M/M,No,No
2023,Matt | Mail Jeevas/Mello | Mihael Keehl,Death Note,Fantasy,,1227,M/M,No,No
2023,Dande | Leon/Kibana | Raihan,Pokémon,Video Game,,1227,M/M,No,No
2023,Kurt Hummel/Noah Puckerman,Glee,Slice of Life,,1226,M/M,No,No
2023,Kaedehara Kazuha/Kaedehara Kazuha's Friend,Genshin Impact,Video Game,,1225,M/M,No,No
2023,Cedric Diggory/Harry Potter,Harry Potter - J. K. Rowling,Fantasy,,1224,M/M,No,No
2023,Tachibana Makoto/Yamazaki Sousuke,Free!,Sports,,1224,M/M,No,No
2023,Karl-Friedrich Boerne/Frank Thiel,Tatort Münster,Crime,,1218,M/M,No,No
2023,Gaara/Rock Lee,Naruto,Fantasy,,1214,M/M,No,No
2023,Dazai Osamu/Fyodor Dostoyevsky,Bungou Stray Dogs,Fantasy,,1206,M/M,No,No
2023,Genji Shimada/Tekhartha Zenyatta,Overwatch,Video Game,,1205,M/M,No,No
2023,Kitagawa Yusuke/Persona 5 Protagonist,Persona 5,Video Game,Persona,1203,M/M,No,No
2023,Jack Frost/Pitch Black,Rise of the Guardians (2012),Fantasy,,1201,M/M,No,No
2023,Kita Shinsuke/Miya Atsumu,Haikyuu!!,Sports,,1201,M/M,No,No
2023,Kong | Aether/Tartaglia | Childe,Genshin Impact,Video Game,,1201,M/M,No,No
2023,Jung Wooyoung/Kang Yeosang,ATEEZ (Band),Kpop,,1200,M/M,No,No
2023,Jack Rollins/Brock Rumlow,Marvel Cinematic Universe,Superhero,Marvel,1200,M/M,No,No
2023,Peter Parker/Johnny Storm,Marvel Cinematic Universe,Superhero,Marvel,1200,M/M,No,No
2023,Ramsay Bolton/Theon Greyjoy,Game of Thrones,Fantasy,Game of Thrones,1198,M/M,No,No
2023,Fulgur Ovid/Uki Violeta,Nijisanji,Youtube RPF,,1198,M/M,No,No
2023,Ethan/Danny Māhealani,Teen Wolf,Fantasy,,1196,M/M,Yes,No
2023,Team Teerayu Siriyothin/Win Phawin Wanichakarnjonkul,Between Us (Thailand TV),Romance,,1196,M/M,Yes,No
2023,Bellamy Blake/John Murphy,The 100,Science Fiction,,1196,M/M,No,No
2023,Barry Allen/Hal Jordan,The Flash (TV 2014),Superhero,DC Comics,1195,M/M,No,No
2023,Millions Knives/Vash the Stampede,Trigun Stampede,Science Fiction,,1194,M/M,No,No
2023,Eustass Kid/Trafalgar D. Water Law,One Piece,Fantasy,,1191,M/M,No,No
2023,Anxiety | Virgil Sanders/Deceit | Janus Sanders,Sanders Sides,Slice of Life,,1188,M/M,No,No
2023,Arthur Morgan/Charles Smith,Red Dead Redemption,Video Game,,1186,M/M,No,No
2023,Abarai Renji/Kuchiki Byakuya,Bleach,Fantasy,,1183,M/M,No,No
2023,Renly Baratheon/Loras Tyrell,Game of Thrones,Fantasy,Game of Thrones,1180,M/M,Yes,No
2023,"Barnaby ""Bunny"" Brooks Jr./Kaburagi T. Kotetsu",Tiger & Bunny,Superhero,,1180,M/M,Yes,No
2023,Pavel Chekov/Hikaru Sulu,Star Trek,Science Fiction,Star Trek,1179,M/M,No,No
2023,Newt Scamander/Theseus Scamander,Harry Potter - J. K. Rowling,Fantasy,,1178,M/M,No,No
2023,Sollux Captor/Karkat Vantas,Homestuck,Science Fiction,,1171,M/M,No,No
2023,Angel/Spike,Buffy the Vampire Slayer,Fantasy,,1168,M/M,No,No
2023,Erestor/Glorfindel,Lord of the Rings,Fantasy,Tolkien,1168,M/M,No,No
2023,"Elias Bouchard | Jonah Magnus/Jonathan ""Jon"" Sims | The Archivist",The Magnus Archives (Podcast),Thriller,,1167,M/M,No,No
2023,Lucius Malfoy/Harry Potter,Harry Potter - J. K. Rowling,Fantasy,,1160,M/M,No,No
2023,Oliver Hampton/Connor Walsh,How to Get Away with Murder,Crime,,1159,M/M,Yes,No
2023,Jake Dillinger/Rich Goranski,Be More Chill - Iconis/Tracz,Slice of Life,,1156,M/M,No,No
2023,Dorian Pavus/Male Trevelyan,Dragon Age,Video Game,Dragon Age,1155,M/M,Yes,No
2023,Harry Hart | Galahad/Merlin,Kingsman: The Secret Service (2015),Crime,Kingsman,1153,M/M,No,No
2023,Kamukura Izuru/Komaeda Nagito,Danganronpa,Video Game,Danganronpa,1149,M/M,Semi-Canon,No
2023,Sirius Black/Harry Potter,Harry Potter - J. K. Rowling,Fantasy,,1147,M/M,No,No
2023,Dwalin/Ori,The Hobbit,Fantasy,Tolkien,1145,M/M,No,No
2023,Hugh Culber/Paul Stamets,Star Trek,Science Fiction,Star Trek,1145,M/M,Yes,No
2023,Cole Cassidy/Reaper | Gabriel Reyes,Overwatch,Video Game,,1144,M/M,No,No
2023,Adachi Kiyoshi/Kurosawa Yuichi,Cherry Magic,Romance,,1142,M/M,No,No
2023,Aohitsugi Samatoki/Yamada Ichiro,Hypnosis Mic,Video Game,,1140,M/M,No,No
2023,Gwaine/Percival,Merlin (TV),Fantasy,,1139,M/M,No,No
2023,Sena Izumi/Tsukinaga Leo,Ensemble Stars!,Video Game,,1139,M/M,No,No
2023,Kaminari Denki/Midoriya Izuku,Boku NoHero Academia | My Hero Academia,Fantasy,,1138,M/M,No,No
2023,Angel Devil/Hayakawa Aki,Chainsaw Man,Fantasy,,1136,M/M,No,No
2023,Kanda Yuu/Allen Walker,D.Gray-man,Fantasy,,1134,M/M,No,No
2023,Chris Redfield/Albert Wesker,Resident Evil,Video Game,,1132,M/M,No,No
2023,BruNoBuccellati/GiorNoGiovanna,JoJo's Bizarre Adventure,Fantasy,,1128,M/M,No,No
2023,Luke Skywalker/Han Solo,Star Wars,Science Fiction,Star Wars,1128,M/M,No,No
2023,Kaedehara Kazuha/Shikanoin Heizou,Genshin Impact,Video Game,,1128,M/M,No,No
2023,Bakugou Masaru/Bakugou Mitsuki,Boku NoHero Academia | My Hero Academia,Fantasy,,1127,M/M,No,No
2023,Nigel/Adam Raki,Charlie Countryman,Romance,,1124,M/M,No,No
2023,E. Aster Bunnymund/Jack Frost,Rise of the Guardians (2012),Fantasy,,1123,M/M,No,No
2023,Robin Arellano/Finney Blake,The Black Phone,Fantasy,,1120,M/M,No,No
2023,"Carlos ""Cougar"" Alvarez/Jake Jensen",The Losers,Crime,,1119,M/M,No,No
2023,Mumintrollet | Moomintroll/Snusmumriken | Snufkin,Moomin,Fantasy,,1119,M/M,Semi-Canon,No
2023,Inupi | Inui Seishu/Koko | Kokonoi Hajime,Tokyo Revengers,Science Fiction,,1119,M/M,Yes,No
2023,Din Djarin/Cobb Vanth,Star Wars,Science Fiction,Star Wars,1116,M/M,No,No
2023,Rafael Lange | Cellbit/Roier,QSMP | Quackity SMP,Youtube RPF,,1113,M/M,Yes,No
2023,Tenth Doctor/The Master,Doctor Who,Science Fiction,,1112,M/M,No,No
2023,Ennoshita Chikara/Tanaka Ryuunosuke,Haikyuu!!,Sports,,1112,M/M,No,No
2023,Adrien Agreste | Chat Noir/Luka Couffaine,Miraculous Ladybug,Superhero,,1111,M/M,No,No
2023,Bram Greenfeld/Simon Spier,Love Simon,Romance,,1110,M/M,Yes,No
2023,Aymeric de Borel/Estinien Wyrmblood,Final Fantasy XIV,Video Game,Final Fantasy,1110,M/M,No,No
2023,Gladiolus Amicitia/Noctis Lucis Caelum,Final Fantasy XV,Video Game,Final Fantasy,1108,M/M,No,No
2023,"Murdoc Niccals/Stuart ""2D"" Pot",Gorillaz,Western Artist,,1108,M/M,No,No
2023,Monoma Neito/Shinsou Hitoshi,Boku NoHero Academia | My Hero Academia,Fantasy,,1104,M/M,No,No
2023,Prapai/Sky,Love in the Air (TV 2022),Romance,,1104,M/M,Yes,No
2023,"Reginald Jeeves/Bertram ""Bertie"" Wooster",Jeeves & Wooster,Slice of Life,,1104,M/M,No,No
2023,Berlin | Andrés de Fonollosa/Palermo | Martín Berrote,Money Heist,Crime,,1102,M/M,Yes,No
2023,Jango Fett/Obi-Wan Kenobi,Star Wars,Science Fiction,Star Wars,1099,M/M,No,No
2023,Evan Hansen/Jared Kleinman,Dear Evan Hansen,Slice of Life,,1099,M/M,No,No
2023,John Marston/Arthur Morgan,Red Dead Redemption,Video Game,,1099,M/M,No,No
2023,James Potter/Severus Snape,Harry Potter - J. K. Rowling,Fantasy,,1095,M/M,No,No
2023,"James ""Bucky"" Barnes/Peter Parker",Marvel Cinematic Universe,Superhero,Marvel,1095,M/M,No,No
2023,Poe Dameron/Armitage Hux,Star Wars,Science Fiction,Star Wars,1091,M/M,No,No
2023,Aonung/Neteyam te Suli Tsyeyk'itan,Avatar (Cameron Movies),Fantasy,,1086,M/M,No,No
2023,Rick Grimes/Negan Smith,The Walking Dead,Science Fiction,,1086,M/M,No,No
2023,Itsuki Shuu/Kagehira Mika,Ensemble Stars!,Video Game,,1086,M/M,No,No
2023,Daryl Dixon/Jesus,The Walking Dead,Science Fiction,,1085,M/M,No,No
2023,Bachira Meguru/Isagi Yoichi,Blue Lock,Sports,,1083,M/M,No,No
2023,Paul Matthews/Emma Perkins,Hatchetfield Universe - Team StarKid,Thriller,,1082,M/M,No,No
2023,Iida Tenya/Midoriya Izuku,Boku NoHero Academia | My Hero Academia,Fantasy,,1081,M/M,No,No
2023,Noé Archiviste/Vanitas,The Case Study of Vanitas,Fantasy,,1080,M/M,No,No
2023,Breakdown/Knock Out,Transformers,Science Fiction,,1079,M/M,Yes,No
2023,Todd Brotzman/Dirk Gently,Dirk Gently's Holistic Detective Agency,Crime,,1078,M/M,No,No
2023,Momota Kaito/Saihara Shuichi,Danganronpa,Video Game,Danganronpa,1077,M/M,Semi-Canon,No
2023,Isagi Yoichi/Itoshi Rin,Blue Lock,Sports,,1076,M/M,No,No
2023,Akaashi Keiji/Miya Osamu,Haikyuu!!,Sports,,1076,M/M,No,No
2023,Liǔ Qīnggē/Shěn Jiǔ | Original Shěn Qīngqiū,The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,Romance,,1075,M/M,No,No
2023,Soda Kazuichi/Tanaka Gundham,Danganronpa,Video Game,Danganronpa,1074,M/M,No,No
2023,Isagi Yoichi/Michael Kaiser,Blue Lock,Sports,,1073,M/M,No,No
2023,Heavy/Medic,Team Fortress 2,Video Game,,1070,M/M,No,No
2023,Hunk/Lance,Voltron,Fantasy,Voltron,1068,M/M,No,No
2023,Leonardo/Raphael,TMNT,Superhero,,1063,M/M,No,No
2023,Bennett/Razor,Genshin Impact,Video Game,,1063,M/M,No,No
2023,Senju Tobirama/Uchiha Izuna,Naruto,Fantasy,,1061,M/M,No,No
2023,"Bradley ""Rooster"" Bradshaw/Pete ""Maverick"" Mitchell",Top Gun,Thriller,,1061,M/M,No,No
2023,Cronus Ampora/Kankri Vantas,Homestuck,Science Fiction,,1058,M/M,No,No
2023,Jonathan Crane/Edward Nygma,Batman,Superhero,DC Comics,1058,M/M,No,No
2023,Higashikata Josuke/Kujo Jotaro,Jojo's Bizarre Adventure,Fantasy,,1055,M/M,No,No
2023,Kirishima Eijirou/Todoroki Shouto,Boku NoHero Academia | My Hero Academia,Fantasy,,1054,M/M,No,No
2023,Gene Hunt/Sam Tyler,Life on Mars,Crime,,1051,M/M,No,No
2023,Minamoto Kou/Mitsuba Sousuke,Toilet-bound Hanako-kun,Fantasy,,1050,M/M,No,No
2023,Kurapika/Kuroro Lucifer | Chrollo Lucifer,Hunter X Hunter,Fantasy,,1049,M/M,No,No
2023,"Hanazawa Teruki/Kageyama ""Mob"" Shigeo",Mob Psycho 100,Fantasy,,1041,M/M,No,No
2023,Bill Denbrough/Mike Hanlon,IT,Thriller,,1037,M/M,No,No
2023,Fukuzawa Yukichi/Mori Ougai,Bungou Stray Dogs,Fantasy,,1035,M/M,No,No
2023,Vox Akuma/Ike Eveland,Nijisanji,Youtube RPF,,1033,M/M,No,No
2023,Bowser/Luigi,Nintendo,Video Game,,1032,M/M,No,No
2023,Brad Colbert/Nate Fick,Generation Kill,Historical,,1030,M/M,No,No
2023,"Kent ""Parse"" Parson/Jack Zimmermann",Check Please!,Sports,,1027,M/M,No,No
2023,Himuro Tatsuya/Murasakibara Atsushi,Kuroko NoBasuke | Kuroko's Basketball,Sports,,1027,M/M,No,No
2023,Regulus Black/Barty Crouch Jr.,Harry Potter - J. K. Rowling,Fantasy,,1025,M/M,No,No
2023,Sander Driesen/Robbe IJzermans,wtFOCK,Slice of Life,,1024,M/M,Yes,No
2023,Hiiragi Shinya/Ichinose Guren,Seraph of the End,Fantasy,,1020,M/M,No,No
2023,Gokudera Hayato/Yamamoto Takeshi,Katekyou Hitman Reborn!,Fantasy,,1017,M/M,No,No
2023,Malik Al-Sayf/Altaïr Ibn-La'Ahad,Assasin's Creed,Video Game,,1016,M/M,No,No
2023,Kasamatsu Yukio/Kise Ryouta,Kuroko NoBasuke | Kuroko's Basketball,Sports,,1015,M/M,No,No
2023,Cho Hakkai/Sha Gojyo,Saiyuki,Fantasy,,1012,M/M,No,No
2023,Philip Shea/Lukas Waldenbeck,Eyewitness,Crime,,1010,M/M,Yes,No
2023,Mohammed Abdul | Muhammad Avdol/Jean Pierre Polnareff,JoJo's Bizarre Adventure,Fantasy,,1008,M/M,No,No
2023,Matteo Florenzi/David Schreibner,Druck,Slice of Life,,1007,M/M,Yes,No
2023,Espresso Cookie/Madeleine Cookie,Cookie Run,Video Game,,1007,M/M,No,No
2023,Blade/Jing Yuan,Honkai: Star Rail,Video Game,,1005,M/M,No,No
2023,Bart Allen/Jaime Reyes,Young Justice,Superhero,,1004,M/M,No,No
2023,Jetfire | Skyfire/Starscream,Transformers,Science Fiction,,1001,M/M,No,No
2023,Blaine Anderson/Sam Evans,Glee,Slice of Life,,1000,M/M,No,No
2023,Rukawa Kaede/Sendoh Akira,Slam Dunk,Sports,,1000,M/M,No,No
